"shot_id","shot_made_flag"
1,0.349995867810675
8,0.365744894116949
17,0.739521098904461
20,0.745716522295493
33,0.342963531063755
34,0.404667585054909
35,0.39500009906206
36,0.399248834977653
37,0.641716950138541
38,0.376111936182373
45,0.393719772462964
50,0.273322116842166
55,0.334999728772759
60,0.351479590237197
66,0.329286391944986
67,0.33606415189377
71,0.33863017037352
80,0.329286391944986
85,0.382946369603455
86,0.57817473499016
95,0.590910130472963
104,0.363604760018617
113,0.293694097813842
123,0.308264523808239
126,0.762255130685328
133,0.625716416408471
141,0.315612341467608
144,0.306099808228786
150,0.739521098904461
152,0.364812538472928
153,0.747518009636479
156,0.321984524178628
159,0.905616948074309
165,0.776161952648968
172,0.392598819705427
182,0.932576590324099
192,0.33863017037352
193,0.752603606396152
196,0.323338704097174
202,0.316937524191064
210,0.325768385819434
211,0.313620503203161
228,0.969350916878371
257,0.392598819705427
260,0.392598819705427
264,0.387102509055263
267,0.568522353440231
279,0.943265491251973
282,0.374393105079228
293,0.329286391944986
299,0.728408905555056
300,0.589909813097001
301,0.735783313617333
317,0.295324250046359
327,0.309454259722725
328,0.330471000210564
335,0.39500009906206
346,0.763199060229046
348,0.362608763450735
365,0.375634573546894
390,0.703901279167677
391,0.703901279167677
392,0.701942079804093
397,0.357687896231541
418,0.335591437515403
428,0.309962089335886
434,0.528910941048652
439,0.393719772462964
440,0.352396775334724
456,0.329169982622492
459,0.371121579416741
472,0.387102509055263
480,0.273322116842166
491,0.338859496504085
497,0.333474599140483
509,0.337060670416178
511,0.341980835135697
523,0.32291331714804
533,0.334667158374781
544,0.379525375896893
546,0.301213940247233
555,0.68388474473483
558,0.341384313787871
560,0.321044240201325
573,0.319876886201058
591,0.37628616871865
596,0.329286391944986
597,0.359306652355685
601,0.498041769345491
605,0.388375101621607
617,0.330471000210564
628,0.25500488339543
634,0.33863017037352
646,0.357871465404048
649,0.349688810232145
651,0.744752346173932
654,0.719968115863496
656,0.403884200693786
657,0.382946369603455
669,0.333474599140483
670,0.942016166604652
693,0.572057871832518
694,0.273322116842166
699,0.371121579416741
711,0.333474599140483
718,0.33863017037352
722,0.323338704097174
723,0.333433244459252
725,0.638166494012463
734,0.334667158374781
735,0.399248834977653
737,0.755536390934932
746,0.333474599140483
747,0.591881881898837
766,0.343923246708768
767,0.331663820469207
771,0.279188777271096
773,0.326707947976804
774,0.365744894116949
783,0.355150784622963
784,0.328983520492967
789,0.319876886201058
792,0.342009040984576
804,0.263758944124071
809,0.345508047544096
812,0.279188777271096
813,0.309454259722725
817,0.365744894116949
820,0.325938862601952
825,0.313620503203161
826,0.335591437515403
829,0.316896822783297
855,0.357687896231541
859,0.752603606396152
862,0.356072126701677
870,0.32987186183381
876,0.334667158374781
880,0.309962089335886
886,0.980389796330182
889,0.762255130685328
891,0.393719772462964
897,0.977135110108719
902,0.341384313787871
903,0.382946369603455
908,0.341980835135697
909,0.353038136093121
920,0.284342517603312
922,0.392598819705427
924,0.597451468306524
932,0.32007325049623
934,0.328920509404181
937,0.348457856073364
941,0.342963531063755
943,0.33863017037352
950,0.362674740406206
952,0.296273050641324
954,0.941271925058062
963,0.273322116842166
975,0.33863017037352
979,0.364812538472928
981,0.351973538389564
983,0.261985306609159
985,0.390491450682258
989,0.356038039082799
995,0.392598819705427
998,0.399248834977653
1008,0.329286391944986
1019,0.681104360717185
1023,0.374393105079228
1026,0.291798944056003
1029,0.591881881898837
1034,0.745627645618913
1036,0.621312879597798
1038,0.313620503203161
1039,0.536996212276674
1051,0.364812538472928
1052,0.319002648163511
1066,0.285772357160037
1087,0.315612341467608
1092,0.314909535658277
1094,0.77691439085737
1098,0.376256752478831
1099,0.331025874016941
1102,0.352396775334724
1118,0.33863017037352
1131,0.382946369603455
1133,0.752603606396152
1135,0.939454218952768
1138,0.380928140362626
1139,0.768915994998486
1142,0.352396775334724
1151,0.399248834977653
1152,0.353038136093121
1155,0.70998030353209
1165,0.32291331714804
1167,0.97020089964406
1172,0.341819243625435
1174,0.701942079804093
1180,0.406600994596694
1200,0.332581370788854
1202,0.320304691915578
1227,0.549624361208999
1228,0.636387072186542
1229,0.363604760018617
1237,0.411383571765254
1241,0.33863017037352
1256,0.324924716204193
1279,0.387102509055263
1293,0.3494169396253
1295,0.327249520633505
1319,0.748276227074698
1320,0.365744894116949
1321,0.763925058511554
1322,0.580261415835183
1334,0.317776216594113
1351,0.702356361698492
1373,0.333474599140483
1375,0.308829530010338
1380,0.356038039082799
1382,0.764890440702241
1385,0.378281927831147
1399,0.371121579416741
1403,0.942887568935191
1428,0.316937524191064
1434,0.282466574191873
1444,0.943265491251973
1448,0.301213940247233
1466,0.763925058511554
1476,0.361740115977904
1478,0.323338704097174
1485,0.333474599140483
1491,0.71085488808872
1494,0.587695335247512
1500,0.399248834977653
1501,0.595757197318795
1503,0.399910038937959
1519,0.635456022857249
1524,0.362608763450735
1529,0.727984394477867
1533,0.657540660679894
1538,0.980904614781033
1539,0.323338704097174
1546,0.393719772462964
1555,0.335591437515403
1559,0.353038136093121
1563,0.605010332378541
1565,0.716779121504721
1574,0.353038136093121
1591,0.293694097813842
