"shot_id","shot_made_flag"
1,0.373205071911217
8,0.186138525887383
17,0.764264813103505
20,0.578205706119371
33,0.272948884376314
34,0.401518436800312
35,0.749061833063737
36,0.422136788251293
37,0.753200585096554
38,0.503859072294372
45,0.546370039852308
50,0.591099845162415
55,0.515651663390887
60,0.043995662669354
66,0.08650663022729
67,0.287145582714778
71,0.0219700646458259
80,0.197036794305257
85,0.243149920045424
86,0.73450650156684
95,0.799043067148305
104,0.602006272843047
113,0.316903894251443
123,0
126,0.893489060711186
133,0.307732917972303
141,0.0294403311724575
144,0.452393143098386
150,0.778820144600402
152,0.060668457237063
153,0.72175384554557
156,0.466055002381776
159,1
165,0.126899230384036
172,0.266453563357916
182,1
192,0.342246126185309
193,0.488367561398266
196,0.235959579934063
202,0.0787332639199284
210,0.465160679703135
211,0.24838875667505
228,0.893489060711186
257,0.196619727698334
260,0.736527790528845
264,0.435720348530677
267,0.686658515466941
279,0.978029935354174
282,0.511632438601734
293,0.386466181892231
299,0.815715861716014
300,0.479468133137919
301,0.874794977181473
317,0.776807956670686
327,0.25623543701438
328,0.08650663022729
335,0.742029702625887
346,0.965262398749426
348,0
365,0.162258540260458
390,0.533944997618224
391,0.454590025072448
392,0.939066496931144
397,0.517465398200059
418,0.392961502910629
428,0.367907801833101
434,0.418534630069063
439,0.852824912535647
440,0.00529727007811691
456,0.162258540260458
459,0.202182043608244
472,0.213709588872966
480,0.00529727007811691
491,0.125205022818527
497,0.272948884376314
509,0.641081079246983
511,0.607303542921164
523,0.401518436800312
533,0.12848100393464
544,0.483854763232848
546,0.545091994563344
555,0.786275530543556
558,0.536421093847469
560,0.0956711043194304
573,0.436957165579983
591,0.616824679807359
596,0.145585745692749
597,0.644147547909005
601,0.87151899606536
605,0.196619727698334
617,0.134369496910668
628,0.589087657232698
634,0.298250463515955
646,0.381320932589244
649,0.23569453410227
651,0.902117845283118
654,0.893489060711186
656,0.329702982618128
657,0.290795077572801
669,0.67977947183822
670,1
693,0.939066496931144
694,0.353352470336204
699,0.673890978862192
711,0.518166525729156
718,0.291330767093009
722,0.339179657523286
723,0.313030188050419
725,0.820053066869374
734,0.511632438601734
735,0.342205473391084
737,1
746,0.483854763232848
747,0.550389264641461
766,0.121601960305919
767,0.241032456974611
771,0.16972880678709
773,0.187720299437987
774,0.57485030610001
783,0.377301707800091
784,0.16744444235767
789,0.4572330226603
792,0.270472788147069
804,0.325532678823375
809,0.535352244190771
812,0.150506601958168
813,0.250938166936263
817,0.358649740414321
820,0.434561830485377
825,0.348079085783634
826,0.29476692824701
829,0.439859100563494
855,0.151042291478376
859,0.867380244032544
862,0
870,0.495495333554233
876,0.307732917972303
880,0.213709588872966
886,1
889,0.859711524385367
891,0.561461060869413
897,1
902,0.570711554067193
903,0.12848100393464
908,0.690677740256094
909,0.893489060711186
920,0
922,0.70179018927827
924,0.333841734650945
932,0.469497884856496
934,0.345882203809572
937,0.438235210868947
941,0.464200614778379
943,0.561764789131053
950,0.30746787214051
952,0.381320932589244
954,1
963,0.692313514373112
975,0.44709587302027
979,0.2746579725253
981,0.388359251925475
983,0.246799414903447
985,0.246799414903447
989,0.651602933852159
995,0.282113358468454
998,0.384757093743245
1008,0.106510939288814
1019,0.751346197493157
1023,0.0347376012505744
1026,0.513829320575795
1029,0.219021739534561
1034,1
1036,0.939066496931144
1038,0.413237359990946
1039,0.419583243483177
1051,0.511632438601734
1052,0.221179855399598
1066,0.732389038496028
1087,0.123183733856523
1092,0.106510939288814
1094,0.736527790528845
1098,0.749485088569041
1099,0.803380272301665
1102,0.392961502910629
1118,0.398258772988746
1131,0.217160630610445
1133,0.677758182876215
1135,0.978029935354174
1138,0.4710872266281
1139,1
1142,0.40512149931292
1151,0.430870219483411
1152,0.50361119423226
1155,0.874794977181473
1165,0.156961270182341
1167,1
1172,0.74244676923281
1174,0.652456603736575
1180,0.526094182771991
1200,0.589581230608964
1202,0.848957708521624
1227,0.844196127963715
1228,0.965262398749426
1229,0.445425550980308
1237,0.729527211852931
1241,0.213724469456444
1256,0.142142863218029
1279,0.211440105027024
1293,0.32800877505262
1295,0.671455535427172
1319,0.965262398749426
1320,0.425572949405294
1321,0.893489060711186
1322,0.983327205432291
1334,0.263472209471156
1351,0.939331542762937
1373,0.405463993683584
1375,0.646153956287531
1380,0.76774834837245
1382,0.727051115623686
1385,0.329209409241863
1399,0.467675542041404
1403,0.484348336609113
1428,0.329702982618128
1434,0.298250463515955
1444,0.970559668827543
1448,0.294933829605617
1466,0.893489060711186
1476,0.509156342372489
1478,0.393921567835385
1485,0.670297017381872
1491,0.709204922427199
1494,0.555628101271088
1500,0.130502292896644
1501,0.918790639850827
1503,0.111808209366931
1519,0.46236339137981
1524,0.348700794409482
1529,1
1533,0.66282675085524
1538,1
1539,0.37532253498203
1546,0.438235210868947
1555,0.272948884376314
1559,0.322241817123784
1563,0.717886641531546
1565,0.89507083426179
1574,0.648317851703758
1591,0.106510939288814
1594,0.140288475614632
1605,0.0662307731469729
1611,0.233833425178154
1614,0.139666766988784
1620,0.699768900316266
1626,0.29476692824701
1630,0.322089796348655
1632,0.55202503875848
1634,0.0978821547168821
1643,0.077606297636565
1651,0.467979270303044
1655,0.490843657627511
1658,0.716608596242582
1659,0.307686485626888
1665,0.585979072426733
1675,0.287728608910779
1680,0.157921335107097
1690,0.444371898728912
1696,0.311606624173326
1714,0.0219700646458259
1721,0.110649691321631
1726,0.48650645247415
1728,0.752664895576345
1734,0.57485030610001
1735,0.408900154837585
1740,0.40512149931292
1744,0.994702729921883
1747,0.537469707261583
1752,0.0294403311724575
1763,0.965262398749426
1765,0.813598398645201
1769,0.185244203208742
1785,0.939066496931144
1787,0
1788,0.467979270303044
1793,0.0812093601491731
1800,0.93403427268482
1825,0.435720348530677
1826,0.756850079954576
